session_id,user_id,segment_id,seg_start,seg_end,seg_trend,segment_duration,segment_index_norm,num_actions,num_action_types,action_entropy,dominant_action_share,mean_step_size,var_step_size,zigzag_ratio,undo_ratio,action_rate,mean_pause,config_dist_prev,config_dist_prev2,mean_speed,delta_speed_prev,delta_speed_prev2,has_events,is_dull_speed,num_params_used,dominant_param_share,single_param_cluster_ratio,repeat_run_len,coord_activity_ratio,coord_num_partners,structured_exploration_prob,structured_exploration_pred,random_trial_error_prob,random_trial_error_pred,systematic_parameter_sweep_prob,systematic_parameter_sweep_pred,goal_directed_tuning_prob,goal_directed_tuning_pred,iterative_finetuning_prob,iterative_finetuning_pred,incremental_adjustment_prob,incremental_adjustment_pred,repetition_practice_prob,repetition_practice_pred,backtracking_recovery_prob,backtracking_recovery_pred,inactivity_wait_prob,inactivity_wait_pred,global_strategy_label,global_strategy_max_prob
session_1,1,64,1001.966,1012.61,increasing,10.644000000000004,0.8533333333333334,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.644000000000004,0.0,75.1,1.0,2.0,0.0,0,0,0,0.0,0.0,1,0.0,0,0.2,0,0.0,0,0.3,0,0.8999999999999999,1,0.6000000000000001,1,0.6,1,0.5,1,0.0,0,0.6,1,goal_directed_tuning,0.8999999999999999
session_1,2,64,1001.966,1012.61,increasing,10.644000000000004,0.8533333333333334,18,4,1.035016633484322,0.5,0.5213317888888889,1.978991632137121,0.1764705882352941,0.0,1.6910935738444186,0.3120507941176477,22.30010927899163,22.300006829913528,1.0,2.0,0.0,1,0,2,0.8888888888888888,1.0,1,0.0,0,1.0,1,0.5,1,0.7,1,0.7000000000000001,1,0.2,0,1.0,1,0.0,0,0.0,0,0.0,0,structured_exploration,1.0
session_1,3,64,1001.966,1012.61,increasing,10.644000000000004,0.8533333333333334,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.644000000000004,0.0,0.0,1.0,2.0,0.0,0,0,0,0.0,0.0,1,0.0,0,0.2,0,0.0,0,0.3,0,0.8999999999999999,1,0.6000000000000001,1,0.6,1,0.5,1,0.0,0,0.6,1,goal_directed_tuning,0.8999999999999999
session_1,0,65,1012.643,1029.56,decreasing,16.916999999999916,0.8666666666666667,65,2,0.6585450135382939,0.6307692307692307,0.0848498455384615,0.024274508827374,0.109375,0.0,3.842288821895154,0.1851994406250003,2.3736479000000004,2.3736479000000004,-1.0,-2.0,0.0,1,0,1,1.0,1.0,1,0.0,0,0.0,0,0.3,0,1.0,1,0.6,1,0.8,1,0.3,0,0.2,0,0.0,0,0.0,0,systematic_parameter_sweep,1.0
session_1,1,65,1012.643,1029.56,decreasing,16.916999999999916,0.8666666666666667,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.916999999999916,0.0,0.0,-1.0,-2.0,0.0,0,0,0,0.0,0.0,1,0.0,0,0.2,0,0.0,0,0.3,0,0.5,1,0.6000000000000001,1,0.3,0,0.5,1,0.0,0,0.6,1,iterative_finetuning,0.6000000000000001
session_1,2,65,1012.643,1029.56,decreasing,16.916999999999916,0.8666666666666667,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.916999999999916,0.0,22.30010927899163,-1.0,-2.0,0.0,0,0,0,0.0,0.0,1,0.0,0,0.2,0,0.0,0,0.3,0,0.5,1,0.6000000000000001,1,0.3,0,0.5,1,0.0,0,0.6,1,iterative_finetuning,0.6000000000000001
session_1,3,65,1012.643,1029.56,decreasing,16.916999999999916,0.8666666666666667,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.916999999999916,0.0,0.0,-1.0,-2.0,0.0,0,0,0,0.0,0.0,1,0.0,0,0.2,0,0.0,0,0.3,0,0.5,1,0.6000000000000001,1,0.3,0,0.5,1,0.0,0,0.6,1,iterative_finetuning,0.6000000000000001
session_1,0,66,1029.594,1048.913,increasing,19.31899999999996,0.88,37,2,0.6482791673644765,0.6486486486486487,0.1292487135135135,0.1252135674227082,0.0833333333333333,0.0,1.915213002743417,0.3175901055555528,0.8028512999999999,3.1764992000000003,1.0,2.0,0.0,1,0,1,1.0,1.0,1,0.5675675675675675,1,0.0,0,0.5,1,1.0,1,1.0,1,0.6000000000000001,1,1.0,1,0.2,0,0.0,0,0.0,0,systematic_parameter_sweep,1.0
session_1,1,66,1029.594,1048.913,increasing,19.31899999999996,0.88,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.31899999999996,0.0,0.0,1.0,2.0,0.0,0,0,0,0.0,0.0,1,0.0,0,0.2,0,0.0,0,0.3,0,0.8999999999999999,1,0.6000000000000001,1,0.6,1,0.5,1,0.0,0,0.6,1,goal_directed_tuning,0.8999999999999999
session_1,2,66,1029.594,1048.913,increasing,19.31899999999996,0.88,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.31899999999996,0.0,0.0,1.0,2.0,0.0,0,0,0,0.0,0.0,1,0.0,0,0.2,0,0.0,0,0.3,0,0.8999999999999999,1,0.6000000000000001,1,0.6,1,0.5,1,0.0,0,0.6,1,goal_directed_tuning,0.8999999999999999
