frame,timestamp_sec,speed_px/s,distance_px/s
20730,691.6899,83.769,2.795
20731,691.7233,37.463,1.250
20732,691.7567,30.892,1.031
20733,691.7900,37.463,1.250
20734,691.8234,0.000,0.000
20735,691.8568,31.788,1.061
20736,691.8901,38.205,1.275
20737,691.9235,47.976,1.601
20738,691.9569,60.407,2.016
20739,691.9902,67.015,2.236
20740,692.0236,70.684,2.358
20741,692.0570,42.384,1.414
20742,692.0903,10.596,0.354
20743,692.1237,23.693,0.791
20744,692.1571,16.754,0.559
20745,692.1904,37.463,1.250
20746,692.2238,52.980,1.768
20747,692.2572,23.693,0.791
20748,692.2905,42.384,1.414
20749,692.3239,27.015,0.901
20750,692.3573,14.985,0.500
20751,692.3906,7.493,0.250
20752,692.4240,10.596,0.354
20753,692.4574,27.015,0.901
20754,692.4907,43.689,1.458
20755,692.5241,52.980,1.768
20756,692.5575,21.192,0.707
20757,692.5908,63.576,2.121
20758,692.6242,16.754,0.559
20759,692.6576,10.596,0.354
20760,692.6909,40.348,1.346
20761,692.7243,60.407,2.016
20762,692.7577,31.788,1.061
20763,692.7910,67.015,2.236
20764,692.8244,70.684,2.358
20765,692.8578,14.985,0.500
20766,692.8911,33.508,1.118
20767,692.9245,0.000,0.000
20768,692.9579,0.000,0.000
20769,692.9912,37.463,1.250
20770,693.0246,30.892,1.031
20771,693.0580,47.976,1.601
20772,693.0913,64.016,2.136
20773,693.1247,37.463,1.250
20774,693.1581,30.892,1.031
20775,693.1914,80.697,2.693
20776,693.2248,23.693,0.791
20777,693.2582,79.647,2.658
20778,693.2915,23.693,0.791
20779,693.3249,27.015,0.901
20780,693.3583,33.508,1.118
20781,693.3916,31.788,1.061
20782,693.4250,31.788,1.061
20783,693.4584,10.596,0.354
20784,693.4917,7.493,0.250
20785,693.5251,0.000,0.000
20786,693.5585,47.976,1.601
20787,693.5918,42.384,1.414
20788,693.6252,50.261,1.677
20789,693.6586,50.261,1.677
20790,693.6919,23.693,0.791
20791,693.7253,37.463,1.250
20792,693.7587,7.493,0.250
20793,693.7920,43.689,1.458
20794,693.8254,54.029,1.803
20795,693.8588,54.029,1.803
20796,693.8921,58.518,1.953
20797,693.9255,43.689,1.458
20798,693.9589,47.387,1.581
20799,693.9922,23.693,0.791
20800,694.0256,30.892,1.031
20801,694.0590,0.000,0.000
20802,694.0923,0.000,0.000
20803,694.1257,0.000,0.000
20804,694.1591,33.508,1.118
20805,694.1924,40.348,1.346
20806,694.2258,37.463,1.250
20807,694.2592,77.140,2.574
20808,694.2925,29.970,1.000
20809,694.3259,23.693,0.791
20810,694.3593,37.463,1.250
20811,694.3926,33.508,1.118
20812,694.4260,52.448,1.750
20813,694.4594,45.575,1.521
20814,694.4927,47.387,1.581
20815,694.5261,30.892,1.031
20816,694.5595,7.493,0.250
20817,694.5928,23.693,0.791
20818,694.6262,16.754,0.559
20819,694.6596,7.493,0.250
20820,694.6929,16.754,0.559
20821,694.7263,0.000,0.000
20822,694.7597,0.000,0.000
20823,694.7930,0.000,0.000
20824,694.8264,73.793,2.462
20825,694.8598,33.508,1.118
20826,694.8931,47.976,1.601
20827,694.9265,47.976,1.601
20828,694.9599,31.788,1.061
20829,694.9932,27.015,0.901
20830,695.0266,33.508,1.118
20831,695.0600,7.493,0.250
20832,695.0933,7.493,0.250
20833,695.1267,30.892,1.031
20834,695.1601,33.508,1.118
20835,695.1934,33.508,1.118
20836,695.2268,21.192,0.707
20837,695.2602,16.754,0.559
20838,695.2935,27.015,0.901
20839,695.3269,0.000,0.000
20840,695.3603,0.000,0.000
20841,695.3936,27.015,0.901
20842,695.4270,30.892,1.031
20843,695.4604,31.788,1.061
20844,695.4937,16.754,0.559
20845,695.5271,33.508,1.118
20846,695.5605,82.418,2.750
20847,695.5938,37.463,1.250
20848,695.6272,37.463,1.250
20849,695.6606,7.493,0.250
20850,695.6939,0.000,0.000
20851,695.7273,7.493,0.250
20852,695.7607,0.000,0.000
20853,695.7940,7.493,0.250
20854,695.8274,16.754,0.559
20855,695.8608,29.970,1.000
20856,695.8941,16.754,0.559
20857,695.9275,10.596,0.354
20858,695.9609,7.493,0.250
20859,695.9942,23.693,0.791
20860,696.0276,40.348,1.346
20861,696.0610,43.689,1.458
20862,696.0943,60.407,2.016
20863,696.1277,21.192,0.707
20864,696.1611,43.689,1.458
20865,696.1944,0.000,0.000
20866,696.2278,0.000,0.000
20867,696.2612,0.000,0.000
20868,696.2945,30.892,1.031
20869,696.3279,60.407,2.016
20870,696.3613,7.493,0.250
20871,696.3946,31.788,1.061
20872,696.4280,23.693,0.791
20873,696.4614,10.596,0.354
20874,696.4947,0.000,0.000
20875,696.5281,7.493,0.250
20876,696.5615,10.596,0.354
20877,696.5948,16.754,0.559
20878,696.6282,82.418,2.750
20879,696.6616,27.015,0.901
20880,696.6949,14.985,0.500
20881,696.7283,7.493,0.250
20882,696.7617,0.000,0.000
20883,696.7950,7.493,0.250
20884,696.8284,10.596,0.354
20885,696.8618,14.985,0.500
20886,696.8951,14.985,0.500
20887,696.9285,16.754,0.559
20888,696.9619,40.348,1.346
20889,696.9952,16.754,0.559
20890,697.0286,0.000,0.000
20891,697.0620,0.000,0.000
20892,697.0953,29.970,1.000
20893,697.1287,0.000,0.000
20894,697.1621,16.754,0.559
20895,697.1954,83.769,2.795
20896,697.2288,64.016,2.136
20897,697.2622,47.387,1.581
20898,697.2955,16.754,0.559
20899,697.3289,7.493,0.250
20900,697.3623,33.508,1.118
20901,697.3956,45.575,1.521
20902,697.4290,21.192,0.707
20903,697.4624,37.463,1.250
20904,697.4957,33.508,1.118
20905,697.5291,37.463,1.250
20906,697.5625,7.493,0.250
20907,697.5958,16.754,0.559
20908,697.6292,31.788,1.061
20909,697.6626,14.985,0.500
20910,697.6959,52.448,1.750
20911,697.7293,47.387,1.581
20912,697.7627,29.970,1.000
20913,697.7960,23.693,0.791
20914,697.8294,7.493,0.250
20915,697.8628,7.493,0.250
20916,697.8961,10.596,0.354
20917,697.9295,16.754,0.559
20918,697.9629,21.192,0.707
20919,697.9962,22.478,0.750
20920,698.0296,14.985,0.500
20921,698.0630,7.493,0.250
20922,698.0963,0.000,0.000
20923,698.1297,23.693,0.791
20924,698.1631,33.508,1.118
20925,698.1964,64.453,2.151
20926,698.2298,22.478,0.750
20927,698.2632,37.463,1.250
20928,698.2965,29.970,1.000
20929,698.3299,14.985,0.500
20930,698.3633,14.985,0.500
20931,698.3966,29.970,1.000
20932,698.4300,54.029,1.803
20933,698.4634,27.015,0.901
20934,698.4967,16.754,0.559
20935,698.5301,42.384,1.414
20936,698.5635,0.000,0.000
20937,698.5968,29.970,1.000
20938,698.6302,30.892,1.031
20939,698.6636,27.015,0.901
20940,698.6969,30.892,1.031
20941,698.7303,54.546,1.820
20942,698.7637,30.892,1.031
20943,698.7970,16.754,0.559
20944,698.8304,0.000,0.000
20945,698.8638,7.493,0.250
20946,698.8971,0.000,0.000
20947,698.9305,0.000,0.000
20948,698.9639,16.754,0.559
20949,698.9972,23.693,0.791
20950,699.0306,21.192,0.707
20951,699.0640,10.596,0.354
20952,699.0973,0.000,0.000
20953,699.1307,22.478,0.750
20954,699.1641,52.980,1.768
20955,699.1974,54.029,1.803
20956,699.2308,40.348,1.346
20957,699.2642,40.348,1.346
20958,699.2975,7.493,0.250
20959,699.3309,0.000,0.000
20960,699.3643,0.000,0.000
20961,699.3976,54.546,1.820
20962,699.4310,21.192,0.707
20963,699.4644,33.508,1.118
20964,699.4977,27.015,0.901
20965,699.5311,10.596,0.354
20966,699.5645,22.478,0.750
20967,699.5978,16.754,0.559
20968,699.6312,16.754,0.559
20969,699.6646,14.985,0.500
20970,699.6979,77.140,2.574
20971,699.7313,30.892,1.031
20972,699.7647,37.463,1.250
20973,699.7980,10.596,0.354
20974,699.8314,16.754,0.559
20975,699.8648,16.754,0.559
20976,699.8981,23.693,0.791
20977,699.9315,10.596,0.354
20978,699.9649,22.478,0.750
20979,699.9982,0.000,0.000
20980,700.0316,0.000,0.000
20981,700.0650,16.754,0.559
20982,700.0983,57.061,1.904
20983,700.1317,43.689,1.458
20984,700.1651,30.892,1.031
20985,700.1984,37.463,1.250
20986,700.2318,37.463,1.250
20987,700.2652,14.985,0.500
20988,700.2985,33.508,1.118
20989,700.3319,31.788,1.061
20990,700.3653,7.493,0.250
20991,700.3986,37.463,1.250
20992,700.4320,27.015,0.901
20993,700.4654,14.985,0.500
20994,700.4987,14.985,0.500
20995,700.5321,30.892,1.031
20996,700.5655,23.693,0.791
20997,700.5988,29.970,1.000
20998,700.6322,77.140,2.574
20999,700.6656,22.478,0.750
21000,700.6989,27.015,0.901
21001,700.7323,7.493,0.250
21002,700.7657,10.596,0.354
21003,700.7990,0.000,0.000
21004,700.8324,37.463,1.250
21005,700.8658,0.000,0.000
21006,700.8991,23.693,0.791
21007,700.9325,7.493,0.250
21008,700.9659,0.000,0.000
21009,700.9992,16.754,0.559
21010,701.0326,47.387,1.581
21011,701.0660,57.061,1.904
21012,701.0993,27.015,0.901
21013,701.1327,57.061,1.904
21014,701.1661,10.596,0.354
21015,701.1994,10.596,0.354
21016,701.2328,30.892,1.031
21017,701.2662,43.689,1.458
21018,701.2995,31.788,1.061
21019,701.3329,10.596,0.354
21020,701.3663,37.463,1.250
21021,701.3996,7.493,0.250
21022,701.4330,30.892,1.031
21023,701.4664,7.493,0.250
21024,701.4997,10.596,0.354
21025,701.5331,16.754,0.559
21026,701.5665,64.016,2.136
21027,701.5998,37.463,1.250
21028,701.6332,16.754,0.559
21029,701.6666,7.493,0.250
21030,701.6999,10.596,0.354
21031,701.7333,10.596,0.354
21032,701.7667,0.000,0.000
21033,701.8000,23.693,0.791
21034,701.8334,23.693,0.791
21035,701.8668,0.000,0.000
21036,701.9001,7.493,0.250
21037,701.9335,30.892,1.031
21038,701.9669,60.407,2.016
21039,702.0002,37.463,1.250
21040,702.0336,23.693,0.791
21041,702.0670,33.508,1.118
21042,702.1003,16.754,0.559
21043,702.1337,7.493,0.250
21044,702.1671,30.892,1.031
21045,702.2004,10.596,0.354
21046,702.2338,27.015,0.901
21047,702.2672,37.463,1.250
21048,702.3005,7.493,0.250
21049,702.3339,0.000,0.000
21050,702.3673,33.508,1.118
21051,702.4006,16.754,0.559
21052,702.4340,10.596,0.354
21053,702.4674,22.478,0.750
21054,702.5007,67.848,2.264
21055,702.5341,44.955,1.500
21056,702.5675,0.000,0.000
21057,702.6008,7.493,0.250
21058,702.6342,7.493,0.250
21059,702.6676,7.493,0.250
21060,702.7009,31.788,1.061
21061,702.7343,7.493,0.250
21062,702.7677,23.693,0.791
21063,702.8010,0.000,0.000
21064,702.8344,16.754,0.559
21065,702.8678,37.463,1.250
21066,702.9011,30.892,1.031
21067,702.9345,67.015,2.236
21068,702.9679,43.689,1.458
21069,703.0012,14.985,0.500
21070,703.0346,0.000,0.000
21071,703.0680,38.205,1.275
21072,703.1013,42.384,1.414
21073,703.1347,33.508,1.118
21074,703.1681,14.985,0.500
21075,703.2014,33.508,1.118
21076,703.2348,7.493,0.250
21077,703.2682,30.892,1.031
21078,703.3015,7.493,0.250
21079,703.3349,30.892,1.031
21080,703.3683,69.078,2.305
21081,703.4016,40.348,1.346
21082,703.4350,29.970,1.000
21083,703.4684,0.000,0.000
21084,703.5017,0.000,0.000
21085,703.5351,7.493,0.250
21086,703.5685,21.192,0.707
21087,703.6018,0.000,0.000
21088,703.6352,14.985,0.500
21089,703.6686,7.493,0.250
21090,703.7019,0.000,0.000
21091,703.7353,7.493,0.250
21092,703.7686,14.985,0.500
21093,703.8020,44.955,1.500
21094,703.8354,70.684,2.358
21095,703.8687,23.693,0.791
21096,703.9021,50.261,1.677
21097,703.9355,7.493,0.250
21098,703.9688,10.596,0.354
21099,704.0022,7.493,0.250
21100,704.0356,40.348,1.346
21101,704.0689,42.384,1.414
21102,704.1023,52.980,1.768
21103,704.1357,7.493,0.250
21104,704.1690,16.754,0.559
21105,704.2024,29.970,1.000
21106,704.2358,23.693,0.791
21107,704.2691,64.016,2.136
21108,704.3025,37.463,1.250
21109,704.3359,42.384,1.414
21110,704.3692,7.493,0.250
21111,704.4026,7.493,0.250
21112,704.4360,7.493,0.250
21113,704.4693,29.970,1.000
21114,704.5027,14.985,0.500
21115,704.5361,16.754,0.559
21116,704.5694,16.754,0.559
21117,704.6028,10.596,0.354
21118,704.6362,27.015,0.901
21119,704.6695,10.596,0.354
21120,704.7029,27.015,0.901
21121,704.7363,50.261,1.677
21122,704.7696,33.508,1.118
21123,704.8030,27.015,0.901
21124,704.8364,10.596,0.354
21125,704.8697,14.985,0.500
21126,704.9031,38.205,1.275
21127,704.9365,21.192,0.707
21128,704.9698,33.508,1.118
21129,705.0032,42.384,1.414
21130,705.0366,10.596,0.354
21131,705.0699,29.970,1.000
21132,705.1033,7.493,0.250
21133,705.1367,27.015,0.901
21134,705.1700,47.976,1.601
21135,705.2034,42.384,1.414
21136,705.2368,16.754,0.559
21137,705.2701,0.000,0.000
21138,705.3035,0.000,0.000
21139,705.3369,23.693,0.791
21140,705.3702,21.192,0.707
21141,705.4036,10.596,0.354
21142,705.4370,33.508,1.118
21143,705.4703,14.985,0.500
21144,705.5037,10.596,0.354
21145,705.5371,0.000,0.000
21146,705.5704,16.754,0.559
21147,705.6038,50.261,1.677
21148,705.6372,23.693,0.791
21149,705.6705,27.015,0.901
21150,705.7039,29.970,1.000
21151,705.7373,0.000,0.000
21152,705.7706,14.985,0.500
21153,705.8040,33.508,1.118
21154,705.8374,43.689,1.458
21155,705.8707,43.689,1.458
21156,705.9041,37.463,1.250
21157,705.9375,21.192,0.707
21158,705.9708,29.970,1.000
21159,706.0042,0.000,0.000
21160,706.0376,37.463,1.250
21161,706.0709,42.384,1.414
21162,706.1043,16.754,0.559
21163,706.1377,21.192,0.707
21164,706.1710,7.493,0.250
21165,706.2044,7.493,0.250
21166,706.2378,7.493,0.250
21167,706.2711,14.985,0.500
21168,706.3045,33.508,1.118
21169,706.3379,23.693,0.791
21170,706.3712,10.596,0.354
21171,706.4046,30.892,1.031
21172,706.4380,16.754,0.559
21173,706.4713,16.754,0.559
21174,706.5047,37.463,1.250
21175,706.5381,43.689,1.458
21176,706.5714,38.205,1.275
21177,706.6048,44.955,1.500
21178,706.6382,23.693,0.791
21179,706.6715,14.985,0.500
21180,706.7049,33.508,1.118
21181,706.7383,69.078,2.305
21182,706.7716,23.693,0.791
21183,706.8050,27.015,0.901
21184,706.8384,16.754,0.559
21185,706.8717,7.493,0.250
21186,706.9051,38.205,1.275
21187,706.9385,64.016,2.136
21188,706.9718,23.693,0.791
21189,707.0052,43.689,1.458
21190,707.0386,0.000,0.000
21191,707.0719,7.493,0.250
21192,707.1053,7.493,0.250
21193,707.1387,7.493,0.250
21194,707.1720,22.478,0.750
21195,707.2054,23.693,0.791
21196,707.2388,30.892,1.031
21197,707.2721,7.493,0.250
21198,707.3055,7.493,0.250
21199,707.3389,0.000,0.000
21200,707.3722,7.493,0.250
21201,707.4056,16.754,0.559
21202,707.4390,57.061,1.904
21203,707.4723,37.463,1.250
21204,707.5057,23.693,0.791
21205,707.5391,23.693,0.791
21206,707.5724,0.000,0.000
21207,707.6058,16.754,0.559
21208,707.6392,64.016,2.136
21209,707.6725,31.788,1.061
21210,707.7059,47.976,1.601
21211,707.7393,33.508,1.118
21212,707.7726,22.478,0.750
21213,707.8060,0.000,0.000
21214,707.8394,14.985,0.500
21215,707.8727,42.384,1.414
21216,707.9061,7.493,0.250
21217,707.9395,43.689,1.458
21218,707.9728,7.493,0.250
21219,708.0062,0.000,0.000
21220,708.0396,0.000,0.000
21221,708.0729,10.596,0.354
21222,708.1063,31.788,1.061
21223,708.1397,37.463,1.250
21224,708.1730,7.493,0.250
21225,708.2064,23.693,0.791
21226,708.2398,7.493,0.250
21227,708.2731,7.493,0.250
21228,708.3065,7.493,0.250
21229,708.3399,58.518,1.953
21230,708.3732,23.693,0.791
21231,708.4066,37.463,1.250
21232,708.4400,37.463,1.250
21233,708.4733,10.596,0.354
21234,708.5067,16.754,0.559
21235,708.5401,10.596,0.354
21236,708.5734,43.689,1.458
21237,708.6068,42.384,1.414
21238,708.6402,37.463,1.250
21239,708.6735,21.192,0.707
21240,708.7069,30.892,1.031
21241,708.7403,16.754,0.559
21242,708.7736,16.754,0.559
21243,708.8070,47.976,1.601
21244,708.8404,42.384,1.414
21245,708.8737,10.596,0.354
21246,708.9071,10.596,0.354
21247,708.9405,10.596,0.354
21248,708.9738,14.985,0.500
21249,709.0072,21.192,0.707
21250,709.0406,23.693,0.791
21251,709.0739,7.493,0.250
21252,709.1073,14.985,0.500
21253,709.1407,7.493,0.250
21254,709.1740,0.000,0.000
21255,709.2074,21.192,0.707
21256,709.2408,47.387,1.581
21257,709.2741,45.575,1.521
21258,709.3075,27.015,0.901
21259,709.3409,16.754,0.559
21260,709.3742,16.754,0.559
21261,709.4076,10.596,0.354
21262,709.4410,37.463,1.250
21263,709.4743,33.508,1.118
21264,709.5077,40.348,1.346
21265,709.5411,16.754,0.559
21266,709.5744,37.463,1.250
21267,709.6078,22.478,0.750
21268,709.6412,16.754,0.559
21269,709.6745,27.015,0.901
21270,709.7079,37.463,1.250
21271,709.7413,10.596,0.354
21272,709.7746,37.463,1.250
21273,709.8080,7.493,0.250
21274,709.8414,10.596,0.354
21275,709.8747,0.000,0.000
21276,709.9081,7.493,0.250
21277,709.9415,7.493,0.250
21278,709.9748,23.693,0.791
21279,710.0082,23.693,0.791
21280,710.0416,14.985,0.500
21281,710.0749,10.596,0.354
21282,710.1083,22.478,0.750
21283,710.1417,37.463,1.250
21284,710.1750,30.892,1.031
21285,710.2084,33.508,1.118
21286,710.2418,33.508,1.118
21287,710.2751,0.000,0.000
21288,710.3085,16.754,0.559
21289,710.3419,40.348,1.346
21290,710.3752,33.508,1.118
21291,710.4086,23.693,0.791
21292,710.4420,31.788,1.061
21293,710.4753,33.508,1.118
21294,710.5087,0.000,0.000
21295,710.5421,33.508,1.118
21296,710.5754,27.015,0.901
21297,710.6088,27.015,0.901
21298,710.6422,58.518,1.953
21299,710.6755,37.463,1.250
21300,710.7089,7.493,0.250
21301,710.7423,7.493,0.250
21302,710.7756,7.493,0.250
21303,710.8090,7.493,0.250
21304,710.8424,29.970,1.000
21305,710.8757,7.493,0.250
21306,710.9091,10.596,0.354
21307,710.9425,10.596,0.354
21308,710.9758,10.596,0.354
21309,711.0092,16.754,0.559
21310,711.0426,22.478,0.750
21311,711.0759,27.015,0.901
21312,711.1093,71.080,2.372
21313,711.1427,29.970,1.000
21314,711.1760,0.000,0.000
21315,711.2094,27.015,0.901
21316,711.2428,10.596,0.354
21317,711.2761,37.463,1.250
21318,711.3095,16.754,0.559
21319,711.3429,52.980,1.768
21320,711.3762,21.192,0.707
21321,711.4096,14.985,0.500
21322,711.4430,23.693,0.791
21323,711.4763,27.015,0.901
21324,711.5097,69.078,2.305
21325,711.5431,10.596,0.354
21326,711.5764,47.976,1.601
21327,711.6098,0.000,0.000
21328,711.6432,10.596,0.354
21329,711.6765,0.000,0.000
21330,711.7099,0.000,0.000
21331,711.7433,14.985,0.500
21332,711.7766,27.015,0.901
21333,711.8100,37.463,1.250
21334,711.8434,0.000,0.000
21335,711.8767,0.000,0.000
21336,711.9101,14.985,0.500
21337,711.9435,37.463,1.250
21338,711.9768,47.387,1.581
21339,712.0102,33.508,1.118
21340,712.0436,29.970,1.000
21341,712.0769,38.205,1.275
21342,712.1103,7.493,0.250
21343,712.1437,14.985,0.500
21344,712.1770,77.140,2.574
21345,712.2104,21.192,0.707
21346,712.2438,27.015,0.901
21347,712.2771,37.463,1.250
21348,712.3105,7.493,0.250
21349,712.3439,29.970,1.000
21350,712.3772,7.493,0.250
21351,712.4106,10.596,0.354
21352,712.4440,54.029,1.803
21353,712.4773,47.976,1.601
21354,712.5107,0.000,0.000
21355,712.5441,0.000,0.000
21356,712.5774,0.000,0.000
21357,712.6108,16.754,0.559
21358,712.6442,33.508,1.118
21359,712.6775,7.493,0.250
21360,712.7109,10.596,0.354
21361,712.7443,10.596,0.354
21362,712.7776,14.985,0.500
21363,712.8110,10.596,0.354
21364,712.8444,43.689,1.458
21365,712.8777,29.970,1.000
21366,712.9111,50.261,1.677
21367,712.9445,30.892,1.031
21368,712.9778,30.892,1.031
21369,713.0112,10.596,0.354
21370,713.0446,29.970,1.000
21371,713.0779,37.463,1.250
21372,713.1113,37.463,1.250
21373,713.1447,14.985,0.500
21374,713.1780,42.384,1.414
21375,713.2114,23.693,0.791
21376,713.2448,40.348,1.346
21377,713.2781,7.493,0.250
21378,713.3115,37.463,1.250
21379,713.3449,37.463,1.250
21380,713.3782,21.192,0.707
21381,713.4116,16.754,0.559
21382,713.4450,7.493,0.250
21383,713.4783,7.493,0.250
21384,713.5117,0.000,0.000
21385,713.5451,10.596,0.354
21386,713.5784,16.754,0.559
21387,713.6118,27.015,0.901
21388,713.6452,0.000,0.000
21389,713.6785,14.985,0.500
21390,713.7119,16.754,0.559
21391,713.7453,27.015,0.901
21392,713.7786,60.407,2.016
21393,713.8120,29.970,1.000
21394,713.8454,10.596,0.354
21395,713.8787,37.463,1.250
21396,713.9121,7.493,0.250
21397,713.9455,7.493,0.250
21398,713.9788,47.387,1.581
21399,714.0122,27.015,0.901
21400,714.0456,31.788,1.061
21401,714.0789,37.463,1.250
21402,714.1123,21.192,0.707
21403,714.1457,29.970,1.000
21404,714.1790,10.596,0.354
21405,714.2124,7.493,0.250
21406,714.2458,60.407,2.016
21407,714.2791,23.693,0.791
21408,714.3125,38.205,1.275
21409,714.3459,0.000,0.000
21410,714.3792,7.493,0.250
21411,714.4126,7.493,0.250
21412,714.4460,10.596,0.354
21413,714.4793,27.015,0.901
21414,714.5127,16.754,0.559
21415,714.5461,0.000,0.000
21416,714.5794,14.985,0.500
21417,714.6128,14.985,0.500
21418,714.6462,0.000,0.000
21419,714.6795,37.463,1.250
21420,714.7129,29.970,1.000
21421,714.7463,61.785,2.062
21422,714.7796,37.463,1.250
21423,714.8130,7.493,0.250
21424,714.8464,0.000,0.000
21425,714.8797,38.205,1.275
21426,714.9131,37.463,1.250
21427,714.9465,16.754,0.559
21428,714.9798,43.689,1.458
21429,715.0132,31.788,1.061
21430,715.0466,16.754,0.559
21431,715.0799,22.478,0.750
21432,715.1133,37.463,1.250
21433,715.1467,40.348,1.346
21434,715.1800,42.384,1.414
21435,715.2134,40.348,1.346
21436,715.2468,10.596,0.354
21437,715.2801,0.000,0.000
21438,715.3135,10.596,0.354
21439,715.3469,10.596,0.354
21440,715.3802,21.192,0.707
21441,715.4136,14.985,0.500
21442,715.4470,16.754,0.559
21443,715.4803,10.596,0.354
21444,715.5137,7.493,0.250
21445,715.5471,21.192,0.707
21446,715.5804,43.689,1.458
21447,715.6138,23.693,0.791
21448,715.6472,22.478,0.750
21449,715.6805,37.463,1.250
21450,715.7139,7.493,0.250
21451,715.7473,7.493,0.250
21452,715.7806,22.478,0.750
21453,715.8140,30.892,1.031
21454,715.8474,31.788,1.061
21455,715.8807,43.689,1.458
21456,715.9141,31.788,1.061
21457,715.9475,0.000,0.000
21458,715.9808,40.348,1.346
21459,716.0142,7.493,0.250
21460,716.0476,14.985,0.500
21461,716.0809,54.029,1.803
21462,716.1143,40.348,1.346
21463,716.1477,10.596,0.354
21464,716.1810,7.493,0.250
21465,716.2144,10.596,0.354
21466,716.2478,21.192,0.707
21467,716.2811,21.192,0.707
21468,716.3145,10.596,0.354
21469,716.3479,14.985,0.500
21470,716.3812,14.985,0.500
21471,716.4146,7.493,0.250
21472,716.4480,27.015,0.901
21473,716.4813,33.508,1.118
21474,716.5147,45.575,1.521
21475,716.5481,27.015,0.901
21476,716.5814,33.508,1.118
21477,716.6148,7.493,0.250
21478,716.6482,31.788,1.061
21479,716.6815,14.985,0.500
21480,716.7149,33.508,1.118
21481,716.7483,42.384,1.414
21482,716.7816,47.976,1.601
21483,716.8150,14.985,0.500
21484,716.8484,27.015,0.901
21485,716.8817,29.970,1.000
21486,716.9151,23.693,0.791
21487,716.9485,47.976,1.601
21488,716.9818,16.754,0.559
21489,717.0152,50.261,1.677
21490,717.0486,0.000,0.000
21491,717.0819,0.000,0.000
21492,717.1153,10.596,0.354
21493,717.1487,27.015,0.901
21494,717.1820,22.478,0.750
21495,717.2154,7.493,0.250
21496,717.2488,14.985,0.500
21497,717.2821,16.754,0.559
21498,717.3155,14.985,0.500
21499,717.3489,10.596,0.354
21500,717.3822,40.348,1.346
21501,717.4156,50.261,1.677
21502,717.4490,30.892,1.031
21503,717.4823,27.015,0.901
21504,717.5157,30.892,1.031
21505,717.5491,7.493,0.250
21506,717.5824,10.596,0.354
21507,717.6158,38.205,1.275
21508,717.6492,42.384,1.414
21509,717.6825,54.029,1.803
21510,717.7159,33.508,1.118
21511,717.7493,16.754,0.559
21512,717.7826,33.508,1.118
21513,717.8160,0.000,0.000
21514,717.8494,52.980,1.768
21515,717.8827,16.754,0.559
21516,717.9161,16.754,0.559
21517,717.9495,23.693,0.791
21518,717.9828,7.493,0.250
21519,718.0162,0.000,0.000
21520,718.0496,0.000,0.000
21521,718.0829,16.754,0.559
21522,718.1163,33.508,1.118
21523,718.1497,7.493,0.250
21524,718.1830,16.754,0.559
21525,718.2164,7.493,0.250
21526,718.2498,10.596,0.354
21527,718.2831,16.754,0.559
21528,718.3165,60.407,2.016
21529,718.3499,21.192,0.707
21530,718.3832,30.892,1.031
21531,718.4166,38.205,1.275
21532,718.4500,10.596,0.354
21533,718.4833,16.754,0.559
21534,718.5167,14.985,0.500
21535,718.5501,37.463,1.250
21536,718.5834,33.508,1.118
21537,718.6168,40.348,1.346
21538,718.6502,37.463,1.250
21539,718.6835,43.689,1.458
21540,718.7169,16.754,0.559
21541,718.7503,50.261,1.677
21542,718.7836,60.407,2.016
21543,718.8170,42.384,1.414
21544,718.8504,14.985,0.500
21545,718.8837,16.754,0.559
21546,718.9171,16.754,0.559
21547,718.9505,10.596,0.354
21548,718.9838,27.015,0.901
21549,719.0172,40.348,1.346
21550,719.0506,16.754,0.559
21551,719.0839,16.754,0.559
21552,719.1173,27.015,0.901
21553,719.1507,21.192,0.707
21554,719.1840,40.348,1.346
21555,719.2174,38.205,1.275
21556,719.2508,37.463,1.250
21557,719.2841,7.493,0.250
21558,719.3175,37.463,1.250
21559,719.3509,14.985,0.500
21560,719.3842,10.596,0.354
21561,719.4176,27.015,0.901
21562,719.4510,21.192,0.707
21563,719.4843,30.892,1.031
21564,719.5177,16.754,0.559
21565,719.5511,27.015,0.901
21566,719.5844,30.892,1.031
21567,719.6178,23.693,0.791
21568,719.6512,7.493,0.250
21569,719.6845,45.575,1.521
21570,719.7179,33.508,1.118
21571,719.7513,106.489,3.553
21572,719.7846,42.384,1.414
21573,719.8180,21.192,0.707
21574,719.8514,10.596,0.354
21575,719.8847,7.493,0.250
21576,719.9181,42.384,1.414
21577,719.9515,23.693,0.791
21578,719.9848,42.384,1.414
21579,720.0182,10.596,0.354
21580,720.0516,33.508,1.118
21581,720.0849,47.976,1.601
21582,720.1183,16.754,0.559
21583,720.1517,47.976,1.601
21584,720.1850,30.892,1.031
21585,720.2184,10.596,0.354
21586,720.2518,7.493,0.250
21587,720.2851,7.493,0.250
21588,720.3185,7.493,0.250
21589,720.3519,7.493,0.250
21590,720.3852,31.788,1.061
21591,720.4186,16.754,0.559
21592,720.4520,16.754,0.559
21593,720.4853,50.261,1.677
21594,720.5187,22.478,0.750
21595,720.5521,27.015,0.901
21596,720.5854,22.478,0.750
21597,720.6188,101.909,3.400
21598,720.6522,74.172,2.475
21599,720.6855,54.029,1.803
21600,720.7189,42.384,1.414
21601,720.7523,10.596,0.354
21602,720.7856,16.754,0.559
